id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
EE6R2,9Y7F,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,Person is standing in entryway sneezing and laughing. Another person is taking picture of homework.,bench;doorway;homework;paper;phone;picture,A person stands in the doorway. A second person is sitting outside taking a picture of their homework.;The person is standing in the doorway holding a piece of paper and  speaking to anther person.  The other person is sitting down looking at the phone in their hand.,c087 16.20 24.00;c016 14.90 31.00;c115 0.00 31.00;c015 0.00 31.00,30.46
L1MR4,WQ8Z,Entryway (A hall that is generally located at the entrance of a house),6,7,Yes,"A person is tidying up the entryway, and picks up some dirty dishes. The person walks over to the vacuum, but instead pulls out their phone and starts playing with it.",broom;dish;floor;phone;vacuum,A person vacuums the floor and then picks up a coffee cup and plays with their phone.,c016 16.50 28.00;c118 11.40 28.00;c099 7.30 13.90;c018 16.60 28.00;c015 14.70 28.00;c127 4.30 12.30;c102 4.30 12.30,27.33
I68J0,3VLX,Closet / Walk-in closet / Spear closet,7,7,Yes,A person runs into the closet and takes a book from the shelf. The person fixes the shelf to neaten it up then takes a picture of themselves.,book;closet;phone;picture;shelf;table,"a person grabs a book in the closet and sets it on a table then tidies up and takes a selfie;A person runs to a closet, takes a book off of a shelf, opens the book and looks at it, then puts the book on a table. The person is then tidying up a shelf before pulling a phone out of a pocket and then taking a picture of themselves as they smile.",c026 4.70 12.50;c030 3.20 9.10;c016 21.50 39.00;c009 7.20 12.50;c082 2.80 24.60;c027 4.10 10.80;c150 0.00 5.60;c087 26.50 35.10;c025 18.70 24.40;c015 25.20 30.90;c028 15.40 21.70,38.21
P2DV7,5LWB,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,"A person runs into the entryway, holding a camera and smiling. The person takes a picture of something sitting on a shelf.",camera;picture;shelf;something,A person walks through a door and takes a picture of something on a shelf.,c087 11.60 17.40;c015 2.00 18.00,17.25
FL4NG,0KZ7,Closet / Walk-in closet / Spear closet,6,7,Yes,"A person is holding a phone while undressing, then walks to the bed.",chair;clothes;jacket;phone,A person holding a phone takes their jacket off and throws it on a chair.;A person is standing in the closet undressing and holding a phone then they throw their jacket on a chair.,c015 0.00 30.00;c155 0.00 26.80;c001 23.30 28.00;c003 23.00 28.00,29.50
6B328,28B0,Bedroom,7,7,Yes,"A person is sleeping when the ringing of their phone on the night stand awakens them. They look at who is calling, turn the phone off and throw it off to the side. They grab some medicine from the stand and take a pill before going back to sleep.",bed;desk;medicine;mirror;phone;table,"The person is lying in a bed. The person picks up a phone, and takes some medicine. Another person can be seen in the mirror walking in circles.;A person is lying on their bed and grabs their phone before throwing it. Afterwards, the person takes some medicine from the desk and lays back down.",c146 1.20 10.50;c134 0.00 17.90;c096 21.60 26.70;c015 6.10 15.90;c133 1.70 9.50;c129 18.70 29.30;c009 24.40 29.50;c017 11.00 16.60;c128 13.40 29.30;c016 6.80 14.80,30.46
QJ11V,ZAWX,Living room,7,7,Yes,"A person watches their phone. The person throws their phone down onto the couch, turns off the light, and leaves.",chair;door;light;phone;rail;sofa;stair,"A person standing in a room pulls out a phone and looks at it.The person proceeds to lay the phone in a chair walk out of the room to some stairs;A person is standing by a fridge, checking his phone. The person then puts the phone down and walks up stairs",c104 16.80 21.20;c016 0.30 18.60;c017 14.10 18.90;c015 0.20 19.00,30.96
PPCWE,OVEP,Stairs,7,7,Yes,"A person walks down the stairs, playing with their phone. The person pauses to look at a picture that's hanging on the wall.",light;phone;stairs,A person is running up the steps and then trips. Then the person proceeds to walk back down the steps while looking at their cell phone.;a person walks down the stairs and turns the lights off and on,c016 4.00 18.00;c150 0.00 6.00;c015 3.00 18.00,17.08
DRGKV,Z68L,Bedroom,6,6,Yes,A person is standing in their bedroom while undressing by taking their jacket off. They put a picture onto their bed and hold a camera up towards the door.,bed;camera;clothes;door;phone;picture,A person walks into a bedroom and takes off a jacket and throwing it on the bed and then taking a picture.,c015 22.40 30.60;c087 21.00 29.00;c003 12.40 17.30;c155 3.90 14.30,31.88
I5PU9,YMXV,Bathroom,6,1,No,A person is sneezing by a window and then grasping a camera in the laundry room.,clothes;phone;window,"A person straightens some clothes, picks up a phone and plays with it.;A person holding a phone looks out a window and then straightens some clothes on a clothes line.",c004 11.20 23.00;c015 19.80 33.00;c018 6.20 33.00;c002 7.80 23.40;c001 7.80 23.40;c016 19.20 33.00,32.04
W8TE5,R8JJ,Living room,6,7,Yes,"A person is sitting in the living room, holding their phone. The person takes a picture of themselves with the phone.",couch;phone;picture;selfie;sofa,"A person is sitting on a couch using a cell phone;This person appears to be in their living room, sitting on the couch and posing for the phone camera to take a selfie.",c016 0.00 16.00;c123 0.00 16.00;c087 0.00 5.60;c152 0.00 16.00;c015 0.00 16.00;c087 2.30 12.00,15.38
8VVHR,YMXV,Home Office / Study (A room in a house used for work),6,6,Yes,"A person is tidying a doorknob, then throws their phone on the sofa in the study.",closet/cabinet;desk;door;phone;pillow;pone;rag,A person is washing a door with a rag before opening it. They pick up a phone off the desk and throw it on a pillow.;A person is cleaning a door then taking a phone and putting it on a bed.,c015 17.60 23.70;c018 11.30 17.30;c141 1.20 6.70;c017 17.60 24.30;c114 0.00 13.20;c113 7.30 13.80,30.54
BPZE3,T7C3,Kitchen,7,7,Yes,A person is cooking on the stove while watching a movie on their phone,food;phone;stove,A person is cooking at the stove while looking at their phone.,c015 0.00 36.00;c016 0.00 36.00;c147 0.00 36.00,35.12
C4OY0,2Q9D,Garage,6,6,Yes,A person is running the vacuum in the garage. The person puts the vacuum away and takes out their phone to make a call.,floor;phone;vacuum,A person is vacuuming the floor in their garage before talking on their phone.,c019 23.70 32.00;c137 0.00 11.00;c015 18.70 32.00;c018 16.50 23.40;c127 0.00 11.90,30.54
JLQLC,9PLL,Bathroom,6,7,Yes,A person is holding a camera while they take a picture and then dressing themselves with black clothes.,camera;clothes;phone;picture,A person holds a camera then takes a picture of the wall before dressing.,c087 0.00 11.30;c015 0.00 45.00;c148 15.40 45.00;c016 0.00 16.80;c002 13.90 45.00;c018 0.00 45.00;c000 13.90 45.00,44.12
5F1AW,X5XO,Closet / Walk-in closet / Spear closet,7,7,Yes,A person puts a book down onto the shelf. The person takes out their phone and begins playing with it.,book;phone;shelf,The person puts a book on the shelf then stands in the doorway looking at their phone.,c028 0.00 5.40;c081 0.00 5.40;c016 4.50 32.00;c015 3.60 32.00,30.92
JL8XT,LTAC,Bedroom,6,7,Yes,A person is watching the phone and then working on cleaning the glass mirror in the bedroom.,closet/cabinet;mirror;phone;towel,A person plays with phone then cleans a mirror with a towel.;A person is looking at their phone while standing in front of a mirror. The person then cleans the mirror with a towel.,c015 0.00 34.00;c095 24.10 34.00;c033 0.00 34.00;c038 24.10 34.00;c016 0.00 27.30;c114 24.60 34.00,32.62
JVXMI,QOQ4,Bedroom,7,7,Yes,A person takes out their phone and begins laughing at something. The person uses the camera on their phone to take a picture of something.,phone;picture,Person in bedroom takes out phone and looks at it and takes a picture.,c087 9.70 19.00;c015 0.10 20.00;c152 1.90 11.00;c018 0.10 4.70;c016 1.90 20.00,19.25
GK15U,YMXV,Recreation room / Man cave,6,6,Yes,"A person sits on the sofa, eating a bag of chips and looking at pictures on their camera.",bag;camera;food;picture;sofa,"a person sits on the coach, surrounded by pillows while eating and playing on their phone",c123 0.70 6.90;c156 27.90 33.00;c018 29.90 33.00;c016 29.90 33.00;c015 29.90 33.00,31.79
UK5AT,5LWB,Kitchen,6,7,Yes,A person is looking at themselves in a mirror when they receive a call on their phone. The person answers and smiles while talking for a few seconds before having to pause and sneeze. They resume the conversation and soon hang up.,hair;mirror;phone,"A person is looking in a mirror. They then take their phone out of their pocket and talk on the phone while smiling. They sneeze, then talk on the phone.",c015 4.60 38.00;c096 0.00 7.90;c152 8.30 19.00;c153 23.30 30.80;c144 0.00 7.50;c094 8.40 20.50;c019 8.10 25.10,36.58
F8E1N,1OHU,Kitchen,6,6,Yes,"A person throws a picture down on the table. Holding their phone, they snap a picture of the picture.",beard;camera;counter;kitchen;pantry;phone;picture,"A person is looking in the kitchen pantry. They take a couple of items and put them on the counter and take a picture of them.;A person is walking around their kitchen, then slams a card on the counter top to take a picture of it.",c015 0.00 26.00;c087 11.30 23.90;c016 12.80 25.30;c088 4.50 17.10,25.00
6VT4U,0RNU,Garage,6,7,Yes,"A person is standing in their garage playing on their phone , they then pull off their shoes get a blanket from the shelf and make a bed on the floor.",blanket;floor;phone;shelf;shoe,A person plays on a phone then puts it on a shelf before taking off shoes. The person then takes a blanket off the shelf and carefully puts it on the floor as if making a bed.,c071 15.80 37.00;c015 0.00 13.60;c017 7.50 14.50;c057 9.80 19.10;c126 17.10 36.30;c081 8.00 13.40;c016 0.00 12.00,35.58
NUSKJ,P6LJ,Kitchen,6,6,Yes,A person puts dishes in the sink then pours dish liquid over them while talking on the phone.,closet/cabinet;dish;phone;sink;soap,Someone walks through their kitchen talking on the phone. They put dishes in the sink and grab soap from under the sink.,c118 4.00 52.60;c120 3.80 53.00;c015 0.00 52.80;c019 0.00 8.00;c119 0.00 53.00;c113 32.10 36.90,52.38
TLCLG,YMXV,Other,6,5,Yes,"A person is standing in the closet, talking on the phone while looking in the mirror. The person quickly runs out.",door;hallway;mirror;phone;wardrobe,"Person walks through the doorway with a phone in hand looks in the mirror and go for a run.;A person is talking on the phone, then looks in a mirror, leaves the room and runs down a hallway.",c096 8.30 14.70;c015 0.00 6.60;c019 13.80 22.50;c150 23.60 32.90;c008 0.00 3.80;c097 22.70 28.60,31.79
HV20I,DXDI,Hallway,6,7,Yes,One person dresses in front of a mirror before leaving with a camera and a bottle of medicine.,camera;clothes;items;jacket;medicine;phone,A person standing in a hallway puts a jacket on and then bends down and picks up a camera and some medicine and carries them out of the room.;This person is standing in a hallway and putting on a jacket. This person also picks up a couple things and then walks off.,c015 12.00 18.40;c128 12.40 18.20;c148 0.00 13.50;c000 0.00 4.10;c001 0.00 10.20,19.00
YJFWW,YA10,Garage,6,7,Yes,"One person runs into the garage with a phone and a cup of coffee, then starts playing with the phone.",coffee;cup;glass;phone,A person runs into a garage holding a phone and a cup of coffee. The person plays on the phone.,c015 0.90 32.00;c016 0.90 32.00;c107 0.50 32.00;c150 0.00 6.10,30.71
ZRG93,HJJ4,Pantry,6,6,Yes,One person stands by a cabinet with a vacuum and sneezes. Another person throws a phone down on a table.,bag;cabinet;floor;phone;table;vacuum,"A person is holding a vacuum and cleaning the floor in front of a cabinet. The person sneezes. Another person is standing in the room looking at a phone. The person throws a phone onto a table.;A person is vacuuming, sneezes, while another person throws a bag on the table.",c015 0.00 5.70;c137 0.00 8.00;c153 0.00 6.40;c127 0.00 8.00;c009 0.50 5.30;c016 0.00 4.40,7.33
QWTGZ,YA10,Closet / Walk-in closet / Spear closet,7,7,Yes,A person is holding a pillow looking in their closet while playing a game on their phone,phone;pillow,A person holding a pillow looks at their phone. The person plays with their phone.,c015 0.00 31.00;c016 0.00 31.00;c076 0.00 31.00,30.25
CVX9F,6NQX,Kitchen,6,7,Yes,"A person is in their kitchen holding a camera. They take a picture of the stove, and leave.",camera;food;phone;picture;stove,There is a person putting something on top of a stove.  That same person then takes a picture of the stove with a camera.;A person is cooking at a stove they are using their phone to take pictures of the pan on the stove.,c087 0.00 6.70;c147 2.50 8.20;c015 5.10 14.10;c087 11.50 18.00;c016 2.00 17.00,16.58
BEUCN,YA10,Hallway,7,7,Yes,"A person is sitting on the floor in their hallway, holding a phone. They stand up, pick up the vacuum cleaner and leave the room.",doorway;floor;phone;vacuum,A person is sitting on the floor  playing with their phone they then get up and walk off with a vacuum.,c125 0.00 15.80;c137 15.80 24.30;c138 14.50 21.30;c015 0.00 20.80;c016 0.00 19.80;c154 11.20 17.70;c017 15.40 21.60;c097 19.10 24.40,27.00
ZKNHG,Z68L,Bedroom,6,7,Yes,"A person is undressing by their bedroom door, then they start playing with the camera on their phone getting ready to take a selfie.",bed;camera;clothes;door;phone;picture,"Person walks into a room,sits on the bed and undresses. The person gets up and play with the phone and take a picture.",c016 0.00 8.20;c151 7.50 20.00;c135 12.60 42.50;c015 11.40 47.00;c155 0.50 15.40;c154 7.90 16.60;c087 26.20 39.20;c018 11.60 17.30;c001 13.00 47.00,46.17
5GK8W,UO0Z,Living room,7,7,Yes,A person awakens on the living room sofa and quickly checks their phone. The person laughs before hurriedly putting on their shoes and leaving.,bed;blanket;clothes;door;glasses;phone;shoe;sofa,"A person is lying on the sofa snuggled in a blanket. A person wakes up. A person puts on their glasses. A person then looks at their phone.;A person is lying down on a sofa with a blanket. A person then puts on their glasses and looks at their phone. A person then puts on their shoes, grabs their phone and leave.",c122 0.00 8.10;c016 7.90 15.60;c072 0.00 4.90;c015 5.80 18.40;c017 13.30 18.40;c146 0.00 6.80;c055 15.20 27.20;c134 0.00 6.40;c008 28.80 34.40;c097 30.40 35.00;c074 10.90 16.50;c135 1.10 27.70;c141 28.80 34.00;c018 5.80 11.20;c006 30.40 35.00;c071 11.60 16.50;c148 14.70 27.40;c133 0.00 7.10,34.04
